+0000000000005284                                       8                   2                                                                                SERVE ACTIVA, S.L.U.                                                                                                                                                                                                                          02           B62786215                                                                                                                                                                                                                                             DE CAN FELIPA           935131157                       serveactiva@serveactiva.com+00008005                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005285                                      28                   2                                                                             INVERATLANTICO 2000 S L                                                                                                                                                                                                                          02           B82616004                                                                                                                                                                                                                                                   ATIENZA           662122840                             luischicojim@yahoo.es+00028805                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005286                                      28                   2                                                                                      PROBACASA S.L.                                                                                                                                                                                                                          02           B84212463                                                                                                                                                                                                                                       CASTILLO DE ATIENZA           639326299                           fgonzalez@superficia.es+00028692                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005287                                                           2                                                                GESTIONES INMOBILIARIAS URBION, S.L.                                                                                                                                                                                                                          02           B26376590                                                                                                                                                                                                                                            MAESTRO ARROYO           941145012                              scarazo@grupolmb.com+00026500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005288                                      46                   2                                                                 CONSTRUCCIONES HERMANOS FOLG-HER SL                                                                                                                                                                                                                          02           B96406566                                                                                                                                                                                                                                                   LEPANTO           600485889                                 folgher@gmail.com+00046600                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005289                                                           2                                                                          LUIS MARTINEZ BENITO, S.A.                                                                                                                                                                                                                          02           A26023606                                                                                                                                                                                                                                            MAESTRO ARROYO           941145012                               carlos@grupolmb.com+00026500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005290                                      12                   2                                                                             EDIFICIOS CASTELLMAR SA                                                                                                                                                                                                                          02           A12414520                                                                                                                                                                                                                                              RIO PALANCIA           964207098                  construccionessajumi@hotmail.com+00012006                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005291                                      17                   2                                                                  PROJECTES IMMOBILIARIS CODEMAR, SL                                                                                                                                                                                                                          02           B64228711                                                                                                                                                                                                                                               MAS DE PONS                                              rhernandez@tutelmont.com+00017310                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005292                                       8                   2                                                                             INMUEBLES CONGESSA,S.A.                                                                                                                                                                                                                          02           A62564307                                                                                                                                                                                                                                           MAESTRO NICOLAU           932018400                           dcomercial@congessa.com+00008021                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005293                                      40                   2                                                                          VELAPUBER PROMOCIONES S.L.                                                                                                                                                                                                                          02           B40196792                                                                                                                                                                                                                                             JOSE ZORRILLA                                             julianherrero@movistar.es+00040002                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005294                                      30                   2                                                                                          PELAK S.L.                                                                                                                                                                                                                          02           B30127922                                                                                                                                                                                                                                        DONANTES DE SANGRE                                               rhernandez@tulemont.com+00030800                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005295                                      28                   2                                                                            VAVALO PROMOCIONES, S.L.                                                                                                                                                                                                                          02           B83064949                                                                                                                                                                                                                                                TELEGRAFOS           916201100                       elopezcolino@telefonica.net+00028140                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005296                                      41                   2                                                                                   CABEZO DE GUIA SL                                                                                                                                                                                                                          02           B41929365                                                                                                                                                                                                                                 INFANTE DON CARLOS BORBON                                                  lrp@cabezodeguia.com+00041004                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005297                                      28                   2                                                              VIVDAS Y CHALETS MEJORADA DEL CAMPO SL                                                                                                                                                                                                                          02           B83074047                                                                                                                                                                                                                                              CONSTITUCION           917159000                                arahona@cruzul.com+00028830                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005298                                      21                   2                                                                      PROMOTORA E INVERSORA JOIRA SL                                                                                                                                                                                                                          02           B21329891                                                                                                                                                                                                                                                   TRAJANO                                          jorge.elvalencia@hotmail.com+00021100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005299                                      41                   2                                                                       LETRAN UNIVERSAL SERVICIOS SL                                                                                                                                                                                                                          02           B91199273                                                                                                                                                                                                                                 JUAN JOSE HERRERA BENCANO                                                             B91199273+00041980                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005300                                      46                   2                                                                                      NOVA CASTOR SL                                                                                                                                                                                                                          02           B97866420                                                                                                                                                                                                                                    DEL DUC ALFONS EL VELL           962874204                           habitatlevante@yahoo.es+00046701                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005301                                      46                   2                                                                                EDIFICIO ALCASSER SL                                                                                                                                                                                                                          02           B96674569                                                                                                                                                                                                                                              JOSE ANTONIO           961220340                        grupoenriquevila@gmail.com+00046700                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005302                                      40                   2                                                                                       GREMUVISA S.A                                                                                                                                                                                                                          02           A40226664                                                                                                                                                                                                                                              AYUNTAMIENTO                                          info@ayuntamientograjera.com+00040569                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005303                                      46                   2                                                            ALBA#ILERIA Y ESTRUCTURAS VALENCIANAS, S                                                                                                                                                                                                                          02           B96734504                                                                                                                                                                                                                                    BARON DE SANTA BARBARA                                                 felix.marco@gmail.com+00046110                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005304                                      46                   2                                                                              HADOBE MEDITERRANEA SL                                                                                                                                                                                                                          02           B97208755                                                                                                                                                                                                                                              MARE NOSTRUM           915105733                        antonio@antaresasesores.es+00046529                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
